transaction_id,customer_name,restaurant,category,country,quantity,unit_price,rating,transaction_date
2838,Customer_1487,KFC,Burger,India,5,2357.93,1.1,2024-03-11
2839,Customer_1537,Subway,Burger,Australia,10,4507.57,2.1,2024-11-25
2840,Customer_1770,Dominos,Pizza,Sri Lanka,2,763.52,1.6,2025-02-18
2841,Customer_2954,Pizza Hut,Pizza,Sri Lanka,9,1184.93,1.6,2025-10-21
2842,Customer_2103,Dominos,Burger,Sri Lanka,3,4824.38,2.6,2024-08-15
2843,Customer_2175,Burger King,Fast Food,Singapore,5,3599.72,4.6,2024-02-04
2844,Customer_932,Burger King,Pizza,Singapore,5,1218.96,4.7,2025-04-23
2845,Customer_1862,Pizza Hut,Fast Food,Australia,2,1217.62,1.4,2024-12-18
2846,Customer_2294,KFC,Burger,Sri Lanka,9,1022.88,2.7,2026-03-01
2847,Customer_2574,KFC,Burger,Australia,10,580.55,3.7,2024-03-12
2848,Customer_469,Pizza Hut,Fast Food,Singapore,10,1278.02,1.2,2025-02-11
2849,Customer_1673,Pizza Hut,Fast Food,Sri Lanka,3,3027.01,3.1,2025-03-12
2850,Customer_355,Pizza Hut,Fast Food,India,4,4926.24,1.5,2025-04-14
2851,Customer_2569,Dominos,Fast Food,Australia,2,1062.92,3.6,2026-01-22
2852,Customer_2181,Burger King,Fast Food,Singapore,7,2458.52,2.3,2024-09-27
2853,Customer_2993,Burger King,Burger,Singapore,1,4867.9,2.2,2026-04-14
2854,Customer_592,Dominos,Sandwich,India,5,2222.69,4.9,2024-06-30
2855,Customer_2548,Pizza Hut,Burger,India,1,2146.78,3.9,2024-04-19
2856,Customer_2564,KFC,Burger,Singapore,3,1667.63,2.4,2026-03-28
2857,Customer_341,Dominos,Sandwich,India,3,4730.91,4.0,2025-03-07
2858,Customer_2783,KFC,Sandwich,India,7,2538.78,1.0,2026-02-06
2859,Customer_1714,Dominos,Burger,Singapore,3,4351.67,2.1,2025-02-05
2860,Customer_2546,Dominos,Sandwich,Singapore,9,4353.17,2.1,2024-03-19
2861,Customer_1202,Dominos,Sandwich,Sri Lanka,3,3101.81,3.6,2025-09-30
2862,Customer_62,Pizza Hut,Sandwich,Sri Lanka,9,1864.89,3.3,2025-01-05
2863,Customer_597,KFC,Pizza,Australia,5,4152.63,2.2,2024-11-04
2864,Customer_2974,Dominos,Sandwich,India,2,1178.67,2.3,2024-11-10
2865,Customer_1773,Burger King,Burger,India,6,1655.5,4.1,2025-10-14
2866,Customer_1638,Burger King,Burger,Sri Lanka,2,954.84,3.8,2024-01-18
2867,Customer_802,Subway,Fast Food,India,8,1620.85,4.4,2025-05-19
2868,Customer_957,Burger King,Pizza,Australia,10,4050.3,3.0,2025-03-15
2869,Customer_2060,KFC,Fast Food,Australia,10,4106.17,3.1,2026-06-03
2870,Customer_1660,Burger King,Fast Food,Australia,2,4174.51,5.0,2025-02-18
2871,Customer_374,KFC,Burger,Australia,4,3454.3,2.1,2024-07-05
2872,Customer_2975,KFC,Pizza,Sri Lanka,2,3687.05,1.2,2026-04-01
2873,Customer_2163,Dominos,Fast Food,India,8,1140.25,3.9,2025-09-17
2874,Customer_2070,Dominos,Fast Food,Sri Lanka,4,1234.2,5.0,2025-10-19
2875,Customer_431,Subway,Sandwich,Sri Lanka,2,902.59,2.1,2024-07-25
2876,Customer_860,Burger King,Sandwich,Sri Lanka,4,981.22,3.8,2024-01-14
2877,Customer_406,Subway,Sandwich,Singapore,1,4013.03,1.4,2026-02-04
2878,Customer_1590,KFC,Burger,Sri Lanka,9,1662.67,3.3,2025-10-07
2879,Customer_2606,Dominos,Burger,Australia,1,3329.09,1.3,2024-10-18
2880,Customer_1396,KFC,Burger,India,2,601.85,4.7,2025-03-24
2881,Customer_2165,Dominos,Fast Food,Singapore,3,4007.25,3.4,2025-07-25
2882,Customer_2929,KFC,Sandwich,Sri Lanka,7,976.03,1.1,2024-02-27
2883,Customer_2098,Pizza Hut,Sandwich,India,3,4521.91,3.7,2025-12-07
2884,Customer_2409,Dominos,Burger,Singapore,8,3987.02,3.1,2026-06-19
2885,Customer_1388,KFC,Fast Food,Singapore,7,3018.46,1.4,2025-05-11
2886,Customer_746,Burger King,Fast Food,Australia,6,2594.85,4.9,2024-01-08
2887,Customer_61,KFC,Burger,Australia,4,4092.81,1.5,2024-02-02
2888,Customer_1619,KFC,Pizza,Sri Lanka,7,3132.86,4.2,2026-06-16
2889,Customer_2468,Dominos,Burger,Singapore,5,2292.85,2.9,2025-01-28
2890,Customer_1813,Burger King,Fast Food,Singapore,10,3605.42,2.0,2025-02-02
2891,Customer_1494,KFC,Fast Food,Australia,1,3811.1,4.4,2026-05-20
2892,Customer_595,Dominos,Fast Food,Sri Lanka,8,4674.85,1.9,2024-11-01
2893,Customer_191,Subway,Burger,India,5,4318.41,3.8,2025-01-07
2894,Customer_461,Subway,Pizza,India,5,2938.23,2.2,2025-12-12
2895,Customer_903,Pizza Hut,Fast Food,Australia,2,3823.66,3.4,2024-03-08
2896,Customer_306,Pizza Hut,Burger,India,1,1163.12,2.5,2026-04-08
2897,Customer_1545,Dominos,Burger,Singapore,5,2319.26,4.2,2024-03-13
2898,Customer_2736,Subway,Burger,India,5,2974.78,1.4,2024-08-24
2899,Customer_70,Pizza Hut,Burger,Singapore,7,1668.1,5.0,2024-11-29
2900,Customer_2071,Subway,Sandwich,Sri Lanka,6,2626.06,3.2,2025-05-17
2901,Customer_456,KFC,Fast Food,Singapore,8,1982.82,1.4,2024-11-24
2902,Customer_2426,Burger King,Sandwich,Sri Lanka,6,2130.26,1.6,2024-08-27
2903,Customer_2620,Pizza Hut,Sandwich,India,4,3804.58,1.1,2026-05-24
2904,Customer_1199,Dominos,Burger,Australia,7,3979.24,2.9,2024-10-29
2905,Customer_1467,Pizza Hut,Sandwich,Sri Lanka,1,2573.12,1.2,2024-02-07
2906,Customer_1900,Pizza Hut,Burger,Singapore,5,3896.14,2.9,2025-05-27
2907,Customer_942,Dominos,Fast Food,India,2,2690.04,2.2,2025-10-18
2908,Customer_2172,Pizza Hut,Pizza,Singapore,5,4196.02,4.4,2024-08-21
2909,Customer_1329,Dominos,Pizza,Singapore,1,1228.99,1.7,2025-05-30
2910,Customer_1616,Subway,Sandwich,India,8,1336.71,3.1,2024-09-22
2911,Customer_188,Dominos,Sandwich,Singapore,5,1112.48,2.8,2024-11-03
2912,Customer_2799,KFC,Pizza,Singapore,2,4368.5,3.8,2025-01-21
2913,Customer_853,Subway,Sandwich,Singapore,7,3612.33,2.4,2024-12-12
2914,Customer_893,Subway,Sandwich,Singapore,10,734.53,4.6,2024-05-08
2915,Customer_124,Burger King,Sandwich,India,3,758.9,2.3,2025-12-11
2916,Customer_964,Burger King,Fast Food,Australia,1,3592.87,4.8,2025-01-14
2917,Customer_594,Dominos,Pizza,Singapore,2,4806.47,2.3,2025-09-10
2918,Customer_1841,Dominos,Burger,Sri Lanka,6,1363.33,3.6,2026-05-24
2919,Customer_1686,Dominos,Fast Food,Singapore,9,3179.2,2.9,2024-11-25
2920,Customer_1389,Burger King,Burger,India,7,4327.42,3.3,2025-12-28
2921,Customer_114,KFC,Burger,India,3,2645.86,4.4,2026-06-02
2922,Customer_534,Dominos,Pizza,India,1,3677.75,1.7,2026-02-06
2923,Customer_604,Dominos,Fast Food,Sri Lanka,2,4261.62,4.3,2025-10-20
2924,Customer_2008,Dominos,Fast Food,Singapore,2,2403.2,1.2,2025-10-28
2925,Customer_646,Subway,Burger,Sri Lanka,5,1706.92,3.2,2024-10-28
2926,Customer_2267,KFC,Fast Food,Australia,3,4729.99,4.3,2025-08-13
2927,Customer_33,KFC,Pizza,India,1,4543.2,4.0,2025-08-15
2928,Customer_2252,Pizza Hut,Fast Food,Australia,3,3553.74,2.1,2025-08-05
2929,Customer_318,Pizza Hut,Sandwich,Sri Lanka,2,2527.6,4.5,2026-04-28
2930,Customer_80,KFC,Fast Food,Singapore,4,2505.42,4.1,2026-02-16
2931,Customer_2807,Pizza Hut,Fast Food,Australia,10,1392.28,1.7,2024-12-16
2932,Customer_1880,KFC,Burger,Australia,7,3099.07,4.4,2026-05-05
2933,Customer_1805,KFC,Burger,Singapore,7,4905.0,4.7,2026-06-02
2934,Customer_2212,KFC,Fast Food,Singapore,6,1670.49,1.6,2024-01-06
2935,Customer_2523,Subway,Burger,Sri Lanka,10,1485.43,3.4,2024-12-24
2936,Customer_1893,KFC,Sandwich,India,9,4375.31,1.6,2024-05-10
2937,Customer_483,Dominos,Pizza,Australia,1,1843.09,4.1,2025-08-09
2938,Customer_1759,Pizza Hut,Pizza,Singapore,7,2536.53,3.6,2026-04-16
2939,Customer_704,Dominos,Pizza,Australia,6,4897.54,3.4,2026-04-23
2940,Customer_2554,Subway,Burger,Sri Lanka,8,3752.54,3.0,2024-09-28
2941,Customer_1782,Burger King,Fast Food,Singapore,8,4971.73,4.0,2025-07-13
2942,Customer_89,KFC,Fast Food,Sri Lanka,2,3042.7,4.4,2026-05-16
2943,Customer_2438,Pizza Hut,Pizza,India,2,4568.53,4.1,2024-06-24
2944,Customer_976,Subway,Fast Food,Australia,5,2939.96,4.7,2024-11-02
2945,Customer_923,KFC,Pizza,Australia,4,1612.7,1.7,2025-08-21
2946,Customer_1003,Burger King,Fast Food,Sri Lanka,3,4143.14,4.6,2024-06-20
2947,Customer_1358,Burger King,Fast Food,Sri Lanka,10,4481.31,1.9,2026-04-04
2948,Customer_1162,Burger King,Fast Food,India,7,3114.03,4.3,2024-12-11
2949,Customer_2295,Burger King,Pizza,India,4,1367.37,1.6,2026-04-07
2950,Customer_1009,Dominos,Pizza,Singapore,3,532.59,3.1,2026-05-20
2951,Customer_2312,Subway,Pizza,Sri Lanka,3,4242.44,4.2,2024-12-21
2952,Customer_1107,Pizza Hut,Pizza,Sri Lanka,8,4010.34,4.0,2026-02-09
2953,Customer_1283,Subway,Pizza,Sri Lanka,2,1141.89,4.9,2025-02-06
2954,Customer_812,Pizza Hut,Sandwich,Singapore,5,3145.99,2.1,2025-02-15
2955,Customer_61,Dominos,Pizza,Australia,2,3048.61,4.6,2024-03-08
2956,Customer_2549,Pizza Hut,Pizza,India,7,2508.52,3.8,2024-12-16
2957,Customer_1973,Burger King,Pizza,Singapore,3,4748.69,4.4,2024-04-12
2958,Customer_1940,Burger King,Pizza,Singapore,5,2223.93,4.6,2024-10-07
2959,Customer_2873,Pizza Hut,Sandwich,Sri Lanka,8,4138.93,1.9,2024-05-25
2960,Customer_2340,Subway,Pizza,Australia,6,4435.52,2.1,2024-01-05
2961,Customer_681,Pizza Hut,Fast Food,Australia,4,4370.27,2.4,2024-07-14
2962,Customer_386,Burger King,Pizza,India,2,3118.49,1.4,2024-11-21
2963,Customer_2729,Pizza Hut,Sandwich,Singapore,10,2574.48,1.6,2024-08-31
2964,Customer_2480,KFC,Burger,Australia,3,1189.96,1.4,2025-04-22
2965,Customer_968,Burger King,Burger,Sri Lanka,10,1311.5,4.7,2025-07-12
2966,Customer_1240,Subway,Sandwich,Singapore,1,2441.4,3.5,2024-01-08
2967,Customer_2354,KFC,Pizza,India,3,3150.1,4.9,2026-04-29
2968,Customer_1452,Pizza Hut,Burger,Sri Lanka,3,2031.32,3.9,2025-03-16
2969,Customer_1188,Dominos,Burger,Sri Lanka,9,2000.95,3.0,2025-11-12
2970,Customer_1472,Subway,Pizza,India,6,3647.62,3.8,2026-03-14
2971,Customer_553,Dominos,Pizza,Sri Lanka,9,1697.56,2.9,2025-05-04
2972,Customer_2395,KFC,Burger,Australia,4,4380.19,3.6,2025-11-05
2973,Customer_1529,Pizza Hut,Sandwich,India,9,1215.61,1.7,2024-11-22
2974,Customer_36,Pizza Hut,Pizza,Australia,7,1256.01,4.5,2024-12-24
2975,Customer_1832,KFC,Sandwich,India,10,3922.16,4.5,2024-11-03
2976,Customer_53,Pizza Hut,Pizza,India,4,4649.26,1.3,2025-10-23
2977,Customer_2349,KFC,Fast Food,Sri Lanka,10,3659.75,2.7,2025-08-06
2978,Customer_2842,Dominos,Fast Food,India,7,2293.26,2.0,2024-06-23
2979,Customer_1404,Pizza Hut,Burger,Singapore,4,1333.0,2.9,2026-04-30
2980,Customer_2651,Pizza Hut,Fast Food,India,10,836.92,3.9,2024-10-18
2981,Customer_2355,KFC,Pizza,Australia,4,2924.34,1.7,2024-03-27
2982,Customer_1221,Dominos,Fast Food,Sri Lanka,10,1499.87,4.4,2024-06-13
2983,Customer_192,Dominos,Fast Food,India,8,2686.34,1.1,2025-12-12
2984,Customer_1151,Dominos,Fast Food,Singapore,1,2633.01,2.7,2025-02-13
2985,Customer_1602,Burger King,Pizza,Australia,1,566.26,2.3,2024-05-12
2986,Customer_711,KFC,Burger,Singapore,2,2501.12,2.7,2025-04-19
2987,Customer_914,Pizza Hut,Pizza,India,7,1016.0,3.6,2024-05-30
2988,Customer_2529,Burger King,Burger,Sri Lanka,7,1848.52,4.8,2026-03-22
2989,Customer_407,Dominos,Burger,Australia,5,1023.37,4.0,2026-01-02
2990,Customer_732,Dominos,Sandwich,Singapore,9,2129.06,4.8,2025-04-15
2991,Customer_130,Dominos,Pizza,Australia,10,1815.43,3.5,2026-02-09
2992,Customer_1137,Dominos,Fast Food,Singapore,6,4362.57,1.4,2024-02-16
2993,Customer_1808,Pizza Hut,Fast Food,Singapore,10,3269.73,1.8,2025-07-17
2994,Customer_2857,KFC,Fast Food,India,5,3021.63,2.8,2024-11-02
2995,Customer_1095,Pizza Hut,Sandwich,India,4,1709.01,2.7,2024-09-30
2996,Customer_805,Subway,Sandwich,Australia,8,3066.23,5.0,2024-12-09
2997,Customer_1471,Burger King,Burger,India,7,4289.3,1.5,2024-06-18
2998,Customer_2326,Pizza Hut,Burger,Singapore,3,1390.37,2.7,2025-07-26
2999,Customer_1091,Pizza Hut,Fast Food,Sri Lanka,10,2025.07,3.0,2025-12-24
3000,Customer_2564,Burger King,Sandwich,Australia,3,911.17,3.9,2024-12-11
3001,Customer_1316,Subway,Fast Food,Sri Lanka,10,4014.56,2.9,2024-08-28
3002,Customer_1073,Dominos,Fast Food,Australia,8,4308.93,3.5,2024-03-20
3003,Customer_385,Burger King,Pizza,Singapore,9,4802.83,3.1,2026-01-24
3004,Customer_870,Dominos,Fast Food,Singapore,7,870.59,4.0,2024-10-09
3005,Customer_2670,Burger King,Sandwich,Australia,7,4320.86,1.5,2026-05-13
3006,Customer_1589,KFC,Sandwich,Sri Lanka,6,3466.05,4.5,2026-06-16
3007,Customer_2128,Burger King,Fast Food,Sri Lanka,3,2537.65,4.7,2024-03-30
3008,Customer_2363,Pizza Hut,Fast Food,Australia,6,684.54,2.8,2024-06-19
3009,Customer_2303,Dominos,Fast Food,Australia,4,2135.03,4.0,2026-05-11
3010,Customer_137,Burger King,Fast Food,India,4,2498.93,4.7,2025-03-14
3011,Customer_2086,KFC,Pizza,Sri Lanka,7,2673.71,2.8,2025-08-29
3012,Customer_92,Dominos,Sandwich,Sri Lanka,9,4698.57,1.7,2024-08-04
3013,Customer_1723,Dominos,Sandwich,Australia,2,3264.39,4.1,2024-07-06
3014,Customer_2082,Subway,Sandwich,Australia,4,2760.72,2.3,2025-04-07
3015,Customer_192,Dominos,Sandwich,India,10,2366.2,2.2,2025-09-04
3016,Customer_693,Subway,Sandwich,Singapore,1,3838.51,2.3,2026-04-12
3017,Customer_1322,Pizza Hut,Burger,India,3,4227.96,3.8,2025-10-14
3018,Customer_1075,Subway,Sandwich,Sri Lanka,9,4389.43,3.7,2024-03-01
3019,Customer_122,Dominos,Sandwich,India,3,4275.21,4.1,2025-03-29
3020,Customer_668,Subway,Fast Food,Singapore,4,4745.77,3.3,2025-02-15
3021,Customer_2085,Subway,Fast Food,India,8,1039.99,1.6,2024-06-30
3022,Customer_1323,KFC,Pizza,Singapore,2,2558.94,4.7,2025-12-20
3023,Customer_2187,Dominos,Burger,Australia,3,2323.51,2.2,2024-01-07
3024,Customer_845,Subway,Pizza,Sri Lanka,4,4809.39,2.2,2024-01-31
3025,Customer_2464,Pizza Hut,Fast Food,Australia,6,3987.89,3.4,2025-10-17
3026,Customer_1842,Pizza Hut,Sandwich,India,2,3276.19,4.3,2025-03-04
3027,Customer_778,Pizza Hut,Burger,Australia,10,2887.26,4.8,2025-03-25
3028,Customer_951,Subway,Burger,India,1,3638.19,4.1,2024-10-05
3029,Customer_2779,Pizza Hut,Sandwich,Sri Lanka,7,2621.64,4.4,2025-12-11
3030,Customer_1583,Dominos,Burger,India,2,2046.83,3.6,2024-01-06
3031,Customer_213,Pizza Hut,Sandwich,Australia,10,4644.54,3.6,2025-08-16
3032,Customer_2679,Subway,Fast Food,Australia,1,1398.71,2.8,2026-05-20
3033,Customer_469,Dominos,Fast Food,India,7,3338.65,1.2,2024-02-17
3034,Customer_197,KFC,Fast Food,Sri Lanka,9,3382.8,4.5,2026-06-19
3035,Customer_269,Dominos,Pizza,Singapore,3,2879.11,3.4,2026-05-29
3036,Customer_2254,KFC,Burger,Australia,9,1968.12,4.8,2025-02-28
3037,Customer_79,Dominos,Pizza,Australia,10,1327.33,3.6,2025-11-07
3038,Customer_1129,Pizza Hut,Fast Food,Singapore,9,509.82,4.7,2025-10-08
3039,Customer_461,Subway,Sandwich,Sri Lanka,3,4099.14,2.6,2025-12-02
3040,Customer_64,Subway,Fast Food,India,1,1580.48,1.5,2024-05-15
3041,Customer_2604,KFC,Sandwich,India,5,1762.75,1.9,2024-02-28
3042,Customer_2437,Dominos,Pizza,Australia,6,4992.44,3.7,2026-04-02
3043,Customer_1985,Pizza Hut,Fast Food,India,1,3811.03,2.2,2026-06-15
3044,Customer_2695,KFC,Burger,India,6,1467.27,3.4,2025-11-08
3045,Customer_369,KFC,Pizza,Singapore,6,1618.9,1.7,2025-08-22
3046,Customer_2335,Dominos,Sandwich,Sri Lanka,4,3245.2,3.6,2024-09-29
3047,Customer_4,KFC,Burger,India,7,1932.1,4.4,2025-04-04
3048,Customer_1263,Pizza Hut,Burger,Australia,4,3642.81,2.7,2025-12-07
3049,Customer_325,Subway,Sandwich,Australia,5,3558.51,4.9,2025-05-28
3050,Customer_1639,Burger King,Pizza,Sri Lanka,6,4434.25,3.3,2026-06-13
3051,Customer_1019,Subway,Burger,Australia,7,2350.01,5.0,2025-05-25
3052,Customer_946,Dominos,Fast Food,Singapore,7,4130.59,3.4,2024-05-10
3053,Customer_2167,Dominos,Burger,Sri Lanka,3,2177.75,2.2,2025-10-01
3054,Customer_1985,KFC,Pizza,Sri Lanka,5,1336.98,3.1,2026-04-16
3055,Customer_680,Dominos,Pizza,Sri Lanka,7,2376.29,1.3,2024-07-07
3056,Customer_2332,Subway,Sandwich,India,4,4516.43,2.5,2025-04-09
3057,Customer_2461,KFC,Pizza,India,6,3881.73,3.9,2025-08-27
3058,Customer_1638,Subway,Sandwich,Singapore,8,3249.12,2.5,2026-06-04
3059,Customer_1777,Pizza Hut,Burger,Sri Lanka,4,1646.63,1.7,2026-03-10
3060,Customer_1031,Subway,Pizza,Sri Lanka,6,1400.64,3.1,2025-06-19
3061,Customer_2456,Pizza Hut,Pizza,India,7,544.3,1.0,2024-07-13
3062,Customer_1187,Burger King,Fast Food,Singapore,7,1160.57,3.5,2024-03-09
3063,Customer_276,Burger King,Pizza,Sri Lanka,5,3789.9,3.3,2026-02-03
3064,Customer_1231,Pizza Hut,Fast Food,India,9,4151.87,3.0,2024-08-10
3065,Customer_2604,Subway,Sandwich,India,1,3161.47,3.2,2024-06-04
3066,Customer_1341,Dominos,Burger,India,3,1835.83,1.0,2025-10-21
3067,Customer_2906,KFC,Fast Food,India,4,2015.75,1.9,2025-09-27
3068,Customer_1985,Dominos,Sandwich,Sri Lanka,10,4744.75,3.2,2025-08-06
3069,Customer_1642,KFC,Fast Food,Australia,7,2902.77,4.5,2025-09-27
3070,Customer_1941,Burger King,Pizza,Sri Lanka,8,3270.59,2.6,2024-03-28
3071,Customer_1764,Subway,Burger,Singapore,3,3909.63,3.6,2025-06-22
3072,Customer_2630,Burger King,Fast Food,Australia,4,4079.31,2.2,2026-01-20
3073,Customer_494,KFC,Burger,India,2,3454.92,2.9,2024-09-20
3074,Customer_1294,Dominos,Fast Food,Sri Lanka,1,2732.9,3.0,2025-09-25
3075,Customer_695,Pizza Hut,Sandwich,Australia,1,1515.9,1.3,2025-10-19
3076,Customer_2717,KFC,Fast Food,India,6,4249.97,4.0,2025-08-12
3077,Customer_2448,Pizza Hut,Pizza,Singapore,4,1444.85,1.2,2025-08-20
3078,Customer_2998,KFC,Burger,Australia,5,4309.83,2.1,2024-11-01
3079,Customer_1,Burger King,Sandwich,Singapore,1,2497.69,4.8,2025-09-15
3080,Customer_528,KFC,Burger,Sri Lanka,1,3613.23,2.9,2025-03-01
3081,Customer_313,Subway,Fast Food,Singapore,1,4898.56,3.8,2024-11-25
3082,Customer_1464,Pizza Hut,Sandwich,India,3,4387.45,3.4,2026-05-23
3083,Customer_1098,Burger King,Sandwich,India,5,666.68,4.3,2024-03-21
3084,Customer_1451,Subway,Fast Food,Australia,6,2950.74,1.3,2025-07-25
3085,Customer_391,Burger King,Sandwich,Australia,5,3732.41,3.5,2026-01-24
3086,Customer_1499,KFC,Fast Food,Singapore,1,3409.76,4.3,2025-11-16
3087,Customer_208,Burger King,Fast Food,India,1,3725.71,2.3,2024-01-03
3088,Customer_481,Subway,Burger,Sri Lanka,4,3218.93,4.2,2024-11-15
3089,Customer_613,KFC,Fast Food,Sri Lanka,4,3148.55,2.6,2025-07-13
3090,Customer_2996,Pizza Hut,Pizza,Australia,9,2996.07,3.7,2024-06-13
3091,Customer_2574,Pizza Hut,Sandwich,Sri Lanka,3,2262.84,1.6,2024-10-12
3092,Customer_1385,Pizza Hut,Sandwich,Australia,7,3691.82,1.8,2025-12-15
3093,Customer_2959,KFC,Burger,Singapore,3,1400.39,4.7,2024-07-27
3094,Customer_1919,Burger King,Burger,Sri Lanka,9,4585.47,4.6,2025-09-11
3095,Customer_1770,Dominos,Fast Food,Singapore,1,3184.61,1.2,2026-02-19
3096,Customer_2932,Pizza Hut,Fast Food,Australia,4,854.87,1.8,2025-11-26
3097,Customer_595,Dominos,Sandwich,Sri Lanka,2,2008.79,2.1,2026-05-26
3098,Customer_2298,Pizza Hut,Burger,India,7,1584.36,3.6,2024-12-12
3099,Customer_2434,Dominos,Fast Food,Australia,8,4094.24,3.7,2024-04-24
3100,Customer_602,Pizza Hut,Burger,India,10,4572.43,3.7,2024-06-11
3101,Customer_1956,Burger King,Burger,Australia,5,2661.11,3.8,2025-05-02
3102,Customer_233,Subway,Pizza,India,2,2497.07,1.3,2026-03-19
3103,Customer_301,Subway,Burger,India,10,1725.35,4.5,2025-02-03
3104,Customer_1588,Dominos,Pizza,Singapore,3,1616.89,3.8,2025-05-12
3105,Customer_1540,Pizza Hut,Burger,India,1,1120.41,2.5,2025-08-13
3106,Customer_2190,Burger King,Fast Food,India,6,2687.73,3.2,2026-01-27
3107,Customer_25,KFC,Sandwich,Singapore,1,1987.9,4.3,2025-04-04
3108,Customer_969,Pizza Hut,Sandwich,Singapore,4,2452.88,1.0,2025-02-06
3109,Customer_530,Subway,Fast Food,Singapore,5,4268.39,3.5,2024-02-15
3110,Customer_495,Pizza Hut,Pizza,Sri Lanka,10,1032.2,1.7,2025-08-24
3111,Customer_972,Pizza Hut,Pizza,Australia,3,604.87,2.0,2026-04-04
3112,Customer_2821,KFC,Sandwich,Australia,10,2603.71,3.4,2024-06-10
3113,Customer_460,Subway,Pizza,Singapore,1,722.93,3.9,2024-08-24
3114,Customer_177,KFC,Sandwich,Australia,8,4705.0,3.6,2025-03-16
3115,Customer_1120,Subway,Pizza,Sri Lanka,6,1786.23,3.2,2024-09-20
3116,Customer_1154,Burger King,Burger,India,9,907.53,3.2,2025-09-11
3117,Customer_2299,Pizza Hut,Sandwich,Australia,6,2882.27,2.1,2025-10-07
3118,Customer_1160,Burger King,Sandwich,Singapore,3,4401.3,3.4,2026-05-09
3119,Customer_1520,KFC,Fast Food,Singapore,10,2727.69,2.3,2025-12-03
3120,Customer_1557,Pizza Hut,Pizza,Singapore,2,4148.87,4.4,2025-02-21
3121,Customer_2220,Dominos,Fast Food,Singapore,1,1833.5,4.5,2024-11-13
3122,Customer_1727,Dominos,Fast Food,India,4,2089.94,5.0,2024-06-06
3123,Customer_2065,Burger King,Fast Food,Sri Lanka,6,4797.02,3.7,2025-01-09
3124,Customer_1808,KFC,Fast Food,Singapore,8,4140.33,2.3,2024-03-10
3125,Customer_1421,Subway,Sandwich,Sri Lanka,6,1080.27,2.0,2024-02-25
3126,Customer_857,KFC,Burger,Australia,8,3052.25,1.2,2024-03-17
3127,Customer_1083,Burger King,Pizza,Sri Lanka,6,3624.78,5.0,2025-01-19
3128,Customer_2391,Pizza Hut,Burger,Singapore,2,3077.01,3.9,2025-04-23
3129,Customer_2634,Subway,Sandwich,Singapore,5,4314.26,2.6,2026-02-15
3130,Customer_1760,Burger King,Sandwich,Sri Lanka,9,1557.73,4.5,2024-08-07
3131,Customer_2488,Dominos,Burger,Singapore,7,2961.22,1.0,2025-12-31
3132,Customer_1920,Pizza Hut,Pizza,India,8,4314.04,4.2,2025-12-04
3133,Customer_2221,Burger King,Pizza,Sri Lanka,2,3036.48,1.7,2024-03-31
3134,Customer_1475,Dominos,Sandwich,India,4,1353.44,4.3,2025-09-09
3135,Customer_2894,Subway,Sandwich,India,3,1446.5,5.0,2025-12-07
3136,Customer_1185,Burger King,Fast Food,India,9,4647.02,2.3,2025-02-18
3137,Customer_672,Dominos,Sandwich,Singapore,10,4367.6,3.6,2026-02-20
3138,Customer_678,Dominos,Sandwich,India,10,4698.73,1.6,2024-09-21
3139,Customer_2192,Burger King,Pizza,Sri Lanka,3,1572.34,1.7,2026-01-08
3140,Customer_385,Burger King,Fast Food,Sri Lanka,7,3275.81,1.9,2025-08-12
3141,Customer_718,Subway,Burger,Australia,3,1455.88,2.2,2026-03-28
3142,Customer_290,Subway,Pizza,Sri Lanka,8,1991.3,2.3,2025-11-06
3143,Customer_1345,Burger King,Burger,India,7,759.11,4.7,2024-03-27
3144,Customer_1788,Subway,Fast Food,India,9,4817.29,1.5,2024-11-27
3145,Customer_2936,Dominos,Burger,India,4,3530.46,1.7,2024-01-04
3146,Customer_1772,KFC,Pizza,Singapore,8,2603.48,1.9,2026-02-15
3147,Customer_1697,Subway,Fast Food,Singapore,7,4678.61,3.9,2024-03-18
3148,Customer_1815,Pizza Hut,Pizza,Australia,1,1571.18,4.2,2024-01-29
3149,Customer_2517,Burger King,Pizza,Australia,3,3335.79,1.3,2024-12-09
3150,Customer_154,Dominos,Burger,Sri Lanka,3,4540.13,2.1,2026-04-23
3151,Customer_2655,Dominos,Sandwich,Australia,9,1251.52,2.8,2025-11-22
3152,Customer_1521,Subway,Fast Food,Singapore,3,562.07,1.2,2024-05-21
3153,Customer_1659,KFC,Burger,Singapore,5,4756.39,3.9,2025-12-24
3154,Customer_2350,Dominos,Burger,Australia,10,2685.66,3.3,2024-10-16
3155,Customer_2142,KFC,Sandwich,Australia,10,4053.17,2.0,2024-04-16
3156,Customer_2073,Dominos,Fast Food,Australia,6,563.93,2.1,2025-12-24
3157,Customer_2711,KFC,Pizza,Singapore,7,1834.69,1.5,2025-12-20
3158,Customer_912,Subway,Burger,Singapore,2,1088.43,1.6,2026-02-02
3159,Customer_2400,Subway,Fast Food,Sri Lanka,6,3271.63,3.2,2025-07-15
3160,Customer_934,Burger King,Fast Food,Sri Lanka,2,1321.04,2.8,2024-12-13
3161,Customer_2864,KFC,Pizza,India,10,4874.76,3.8,2026-01-29
3162,Customer_2039,Burger King,Pizza,India,6,2289.61,2.8,2024-11-07
3163,Customer_2852,Dominos,Fast Food,India,3,1422.63,3.1,2025-05-31
